made,squareMeters,numberOfRooms,hasStorageRoom,hasGuestRoom,price
2019,5585,61,0,5,564773.9
2016,91651,97,1,9,9172889.6
2000,5443,17,1,3,549119.0
1992,15355,1,1,10,1544783.2
1995,6963,11,0,2,703519.5
1997,77261,32,1,5,7727179.7
1994,26694,68,0,4,2672253.4
2012,79744,36,1,0,7979395.2
2015,32084,20,1,10,3214809.5
2018,93703,46,1,6,9377879.8
2014,78984,62,1,2,7910102.4
2003,369,25,1,7,39316.3
2009,10697,16,1,7,1074445.9
2004,13349,65,1,4,1339458.4
2015,25791,74,0,5,2582155.5
2016,96687,11,1,5,9676763.6
2017,41083,69,0,10,4114499.7
2005,63078,38,1,2,6316522.5
2015,33935,12,0,0,3400557.5
1996,30104,88,1,5,3016757.6
2003,44414,70,1,0,4449908.3
2000,95116,9,1,3,9518424.0
2005,16996,89,1,8,1708754.5
2009,15290,77,1,8,1533827.9
2018,57562,87,0,9,5756919.8
1991,22786,23,1,6,2281031.1
1990,84540,46,0,4,8459024.0
1992,41168,99,0,9,4123023.2
2014,33622,77,0,1,3371927.4
2016,66878,22,0,2,6692131.6
2010,9815,96,0,6,989932.0
2009,81392,34,1,3,8143562.9
1998,95375,30,1,9,9545994.8
2011,29917,70,0,5,2998840.1
2008,16336,76,0,1,1636600.8
2011,90836,97,0,7,9086961.1
1995,60244,35,0,7,6034513.5
2010,43030,81,1,10,4310671.0
1990,5504,11,0,2,559951.0
1994,37620,55,1,8,3764885.4
2004,6313,18,0,7,640633.4
2005,52251,53,1,8,5231126.5
2020,75749,81,1,5,7579803.0
2020,31113,93,0,10,3122972.0
2010,18972,70,0,4,1902042.0
2021,28769,22,1,2,2881959.1
2007,44539,24,0,2,4454837.7
2004,17643,18,1,8,1765047.4
1995,52079,71,1,10,5217238.5
2019,76906,77,0,5,7692420.9
2007,88655,88,1,0,8875673.7
2010,87554,16,1,8,8769996.0
2000,7889,38,1,0,793852.0
1998,33185,28,0,8,3325883.8
2000,81860,68,1,7,8190448.0
2005,16335,35,1,2,1635816.5
1992,23164,79,0,4,2322369.2
2009,50839,93,0,9,5091375.9
1993,17432,49,1,10,1751212.3
2001,94930,27,0,8,9499136.1
2001,47601,29,0,5,4765720.1
2001,57143,81,0,8,5716057.1
2016,90614,77,1,10,9065677.6
2003,43245,83,0,10,4325940.3
2008,96666,95,0,2,9672165.8
1992,49608,59,1,10,4965463.2
2013,15385,69,0,8,1548993.3
2018,14973,91,1,4,1501528.8
2014,82285,19,0,8,8229649.4
2007,89520,47,0,1,8952698.7
2012,31454,12,0,0,3148909.2
1991,63341,81,0,5,6338314.1
1995,91166,100,1,0,9123483.5
2020,86153,7,0,6,8627514.0
2001,24519,54,1,3,2456369.1
2008,17458,69,0,2,1751679.8
2011,48568,18,1,7,4860230.1
2007,14881,68,1,10,1498063.7
1995,61123,25,0,5,6123098.5
2009,3854,7,1,10,393085.9
2014,86908,90,0,7,8695385.4
2011,55366,51,0,8,5540333.1
1993,17051,46,0,2,1710016.3
2002,14436,15,1,10,1444902.2
1996,34220,50,1,1,3430761.6
2009,95215,72,1,6,9522466.9
2003,82140,63,0,5,8215500.3
2005,5706,57,0,7,574164.5
2012,35778,92,1,9,3580006.2
1990,73323,43,1,6,7334601.0
2014,97544,65,1,5,9760573.4
1997,74037,75,1,10,7410767.7
1996,27244,95,1,6,2731619.6
2012,7812,68,1,0,786725.2
1990,95800,83,0,3,9591195.0
2016,4442,11,1,1,450428.6
1996,71399,40,1,10,7141237.6
2009,8223,73,0,5,828761.9
2021,49694,47,1,1,4973672.1
2014,71661,54,0,2,7173346.4
2007,98826,87,1,9,9894829.7
2011,92000,54,1,2,9203514.1
2013,82274,36,1,10,8237371.3
1992,28957,71,1,3,2903240.2
2007,45273,66,0,5,4531464.7
1997,27649,86,1,10,2770975.7
2015,78681,23,0,3,7884526.5
2000,30383,24,1,5,3049140.0
2000,16205,33,0,1,1626165.0
2013,35821,12,1,7,3589966.3
2015,96601,97,1,8,9665463.5
1995,34075,70,1,4,3415018.5
1995,64246,31,1,1,6435521.5
1991,8732,69,1,5,876520.1
2020,15807,34,0,8,1587804.0
2003,41409,100,0,9,4149403.3
2013,84748,29,0,7,8480498.3
2016,95514,64,0,1,9557636.6
1997,19596,10,1,2,1965484.7
1991,26886,88,1,0,2692355.1
1993,5017,48,0,5,506461.3
2003,817,80,1,3,87408.3
2009,56381,5,0,1,5646091.9
2021,45464,3,0,8,4549774.1
2005,63992,5,0,2,6405553.5
1998,81411,23,0,9,8149663.8
2019,67053,15,1,9,6707304.9
2001,13560,1,1,1,1361612.1
2015,59993,13,1,3,6009243.5
1992,95568,61,1,0,9562024.2
2018,50873,95,0,4,5089609.8
2001,56885,89,1,8,5699848.1
1992,72193,49,0,1,7224575.2
2011,39210,100,1,3,3923171.1
1999,82468,24,1,10,8250786.9
1990,64882,88,1,8,6493005.0
2006,98864,37,1,7,9892826.6
2018,71061,89,1,7,7118344.8
1990,46585,73,1,6,4662821.0
1990,41976,78,1,5,4205798.0
1998,52165,3,0,6,5221495.8
2010,89999,49,0,5,9004222.0
1999,65611,61,0,7,6563935.9
2007,16067,4,1,7,1610057.7
2013,57970,2,1,5,5811905.3
2003,50373,38,0,3,5043556.3
2020,12079,66,1,9,1213149.0
2003,36670,12,0,2,3676149.3
2000,2122,89,1,8,219749.0
2012,88458,5,0,9,8853221.2
2012,70603,35,0,7,7065124.2
2009,70091,62,0,8,7019102.9
2021,3886,86,1,4,398355.1
2016,64932,38,0,4,6496287.6
2009,4434,79,0,5,453660.9
2011,79441,54,0,3,7949525.1
2012,53077,84,0,0,5317242.2
2008,91526,63,0,0,9154926.8
1997,91334,54,0,3,9142863.7
2015,38674,79,1,5,3881695.5
2006,83033,36,0,5,8313113.6
1997,76692,42,1,1,7673297.7
1996,9468,3,1,7,952050.6
1998,1347,45,0,7,142485.8
2000,74970,60,0,10,7509123.0
2014,87957,56,1,6,8800891.4
2004,31560,74,1,2,3159643.4
2008,23804,58,1,5,2386532.8
1990,21765,79,0,0,2184139.0
2005,11192,18,1,9,1129884.5
1996,91569,74,1,2,9166813.6
1990,23554,69,1,10,2365037.0
1992,95444,10,1,4,9547388.2
2017,35447,94,1,5,3550859.7
2009,87502,32,0,3,8761066.9
2018,56188,31,0,9,5627165.8
2005,58234,22,1,5,5826681.5
2021,11130,77,0,5,1123958.1
2008,84920,20,1,3,8498090.8
1997,52593,7,0,0,5266675.7
2010,71830,84,1,6,7198524.0
2020,60443,27,1,5,6050123.0
2021,87140,89,1,5,8719038.1
1992,20466,54,1,8,2050714.2
1995,98983,28,0,6,9907159.5
2004,97600,92,0,1,9766250.4
2002,84478,54,1,5,8455893.2
2014,94293,2,0,3,9434658.4
2020,79363,63,0,7,7939687.0
2006,82102,34,0,10,8212467.6
2013,68916,19,1,7,6893475.3
1998,79078,60,1,9,7911742.8
2010,78304,100,0,6,7838249.0
2018,16318,7,1,4,1641389.8
2018,32263,76,0,3,3235937.8
2021,95800,34,1,0,9585132.1
1990,26659,18,0,2,2677314.0
2021,74995,94,1,3,7505553.1
2000,18399,88,0,8,1841652.0
2019,14099,88,1,10,1417841.9
2001,59805,45,0,9,5986841.1
2016,83388,97,0,0,8339971.6
2002,34049,10,1,7,3413350.2
2013,80863,57,0,5,8089383.3
2002,48854,79,1,10,4890551.2
1992,93002,53,1,9,9302663.2
1995,68895,50,1,6,6891689.5
2005,50058,72,1,0,5009004.5
2020,93342,7,0,7,9340733.0
1997,87586,41,0,5,8759529.7
2000,59564,62,1,1,5962905.0
2002,94512,89,0,2,9457140.2
2008,35145,44,0,7,3515730.8
1991,36050,56,1,1,3611909.1
1999,69630,70,1,9,6973784.9
2008,7019,33,0,5,705568.8
1992,3633,11,0,5,375162.2
2018,17193,18,0,5,1724888.8
1993,72730,58,1,0,7276501.3
2015,50152,39,0,2,5018454.5
2018,88898,53,1,5,8902046.8
2005,48819,75,0,2,4887042.5
1991,92649,31,1,8,9271774.1
2017,42485,1,0,3,4251851.7
1994,65867,37,1,10,6593211.4
2003,2372,41,1,4,241014.3
2019,60514,46,0,8,6059360.9
2019,93564,16,1,3,9370487.9
2009,40622,96,0,9,4071155.9
2009,24490,36,0,10,2452012.9
1997,24386,69,1,9,2445795.7
2014,83072,42,0,10,8312353.4
2000,65741,88,1,7,6575564.0
2013,48867,40,0,10,4889559.3
2020,18148,96,0,9,1821559.0
1993,20444,13,1,4,2049492.3
2003,95591,85,1,0,9560516.3
1993,46572,89,1,9,4658899.3
2021,12849,48,1,4,1290147.1
1999,21370,67,0,4,2142261.9
2003,13131,22,1,1,1321934.3
1996,4489,54,0,0,453812.6
1991,59286,77,1,10,5940315.1
2018,38370,20,0,10,3840886.8
2001,44479,4,1,1,4453151.1
2008,27738,12,1,10,2780182.8
2017,82680,89,0,0,8273795.7
2004,52687,35,1,8,5271994.4
1993,77043,22,0,9,7709349.3
2016,58041,71,1,2,5810358.6
2016,56147,70,1,7,5621340.6
2003,96006,26,1,10,9609774.3
1992,92541,5,1,0,9255462.2
1996,20978,10,1,1,2100765.6
1990,9210,87,0,9,926256.0
2000,87699,92,1,3,8777421.0
1992,81260,66,0,4,8127110.2
1992,94015,33,1,2,9409921.2
1994,33979,59,1,10,3402494.4
2020,81065,95,0,1,8116681.0
2006,61028,63,1,2,6104386.6
2009,31419,80,0,4,3147602.9
2014,70080,72,0,7,7018061.4
2003,58314,75,0,10,5836299.3
2019,92128,90,1,9,9223230.9
2004,61615,54,1,2,6162767.4
2019,92722,79,0,3,9283890.9
2013,35755,7,0,9,3578043.3
2018,59834,90,0,5,5992116.8
1993,76297,88,0,5,7637924.3
2016,89286,14,1,2,8933700.6
2017,46367,47,0,7,4648492.7
1996,7591,98,1,3,765416.6
1990,37965,3,1,10,3799673.0
2015,3155,53,1,10,323586.5
2002,9845,75,1,2,988800.2
2013,6363,36,1,0,643101.3
2009,77566,38,1,7,7762684.9
1990,99918,57,0,4,10002945.0
2020,1108,66,0,10,112384.0
1999,73867,99,0,10,7391147.9
1999,3822,60,0,5,392397.9
1994,85911,37,1,6,8598134.4
2001,59582,69,0,2,5965453.1
2005,92522,39,1,3,9259875.5
2014,71418,20,1,7,7147130.4
2021,15975,97,0,4,1604852.1
2013,26721,12,1,3,2676647.3
2000,27230,14,0,9,2730690.0
2009,69664,73,0,4,6973278.9
1994,59702,45,0,0,5979963.4
2017,88079,30,0,10,8810981.7
2007,7464,5,1,10,749433.7
2009,36836,79,0,2,3690931.9
1991,81118,43,1,3,8114549.1
1992,21941,76,1,0,2202238.2
2019,56509,59,1,1,5654739.9
1995,2877,19,1,4,296378.5
1999,5013,19,1,3,504173.9
2013,14745,68,1,5,1486405.3
1993,36511,20,0,0,3652333.3
2021,49953,75,1,8,5007612.1
2017,65297,73,1,0,6536489.7
2014,9457,70,0,9,953108.4
2003,14224,26,0,6,1433009.3
2018,92860,28,1,2,9291439.8
1990,82109,57,0,10,8215749.0
2010,82907,81,1,4,8297847.0
2016,85467,96,1,7,8552777.6
2002,48861,27,1,3,4890753.2
2004,20851,89,0,0,2091090.4
1996,54531,42,1,4,5456185.6
2002,71923,67,0,5,7196257.2
1995,87018,37,0,7,8707002.5
2008,82525,63,0,7,8258910.8
2013,1562,77,1,0,161885.3
1994,55877,30,0,7,5589583.4
2003,29392,42,1,9,2944295.3
1998,61067,81,0,2,6109873.8
2003,92725,81,0,1,9283435.3
1996,86614,65,1,1,8671187.6
2012,85022,55,0,0,8508095.2
2008,95388,66,1,10,9543098.8
2000,389,28,0,9,43545.0
1991,22254,94,0,6,2233861.1
1998,17518,98,1,5,1760239.8
1990,56997,84,1,10,5704164.0
2009,76149,24,0,7,7619731.9
2014,26223,35,0,5,2630045.4
2005,88914,11,1,6,8899500.5
2008,53822,82,0,4,5383902.8
2019,22451,88,1,4,2251128.9
2016,51678,100,1,5,5175264.6
1994,77383,8,1,4,7746930.4
1993,46018,47,0,3,4612424.3
1993,43691,19,0,2,4375504.3
2006,55209,80,1,5,5532468.6
2005,24052,85,1,3,2410520.5
2021,21482,43,0,3,2156342.1
2020,34713,92,1,10,3475991.0
2020,20395,11,1,10,2041658.0
2004,2599,8,1,1,267488.4
2013,81472,22,0,4,8157989.3
2014,69945,5,0,10,6998212.4
2006,61139,92,1,10,6127221.6
2007,28899,6,0,2,2892484.7
2014,23210,4,1,3,2321968.4
2005,48670,25,1,9,4874367.5
2016,60256,60,1,10,6033836.6
2010,81902,38,1,1,8192941.0
1998,22606,99,0,2,2271736.8
1990,56613,58,1,9,5673842.0
2016,54822,84,0,2,5485078.6
1997,46536,57,0,9,4660099.7
2019,61502,77,0,5,6158082.9
1991,42079,5,1,10,4213303.1
2006,1693,30,1,1,174850.6
1995,28617,20,0,9,2866340.5
2006,94394,79,0,10,9441848.6
2006,71714,82,0,5,7175059.6
2014,28076,4,0,4,2819687.4
2001,88642,66,1,4,8872635.1
1993,99532,17,0,5,9954865.3
2011,70707,70,1,2,7077984.1
2017,68985,67,0,3,6910322.7
2003,20469,43,1,6,2057093.3
2001,64930,54,1,10,6510156.1
1990,47275,91,0,8,4731933.0
2015,88658,94,1,7,8869471.5
2017,51476,97,1,4,5155902.7
2003,15351,93,1,7,1539085.3
2011,66990,11,1,2,6708186.1
2007,99338,73,1,3,9941123.7
1997,18376,68,0,0,1842716.7
2015,16214,65,0,0,1629077.5
1991,42477,38,0,2,4252254.1
1996,1331,73,1,10,135115.6
1999,32433,33,0,6,3253892.9
1996,16888,2,1,5,1694620.6
2014,45206,39,0,1,4527173.4
2001,77936,43,1,2,7799946.1
2009,52324,70,0,2,5240655.9
2004,94565,13,0,10,9463275.4
2012,38273,17,0,10,3832850.2
2015,50109,35,0,7,5016997.5
2015,1887,70,0,6,194035.5
2005,43891,36,1,8,4394008.5
2010,43621,28,0,8,4364041.0
1992,93924,77,1,5,9396009.2
2009,70589,78,1,4,7065959.9
1998,15729,36,1,0,1575961.8
1998,36849,25,1,1,3689400.8
2001,68365,98,1,3,6841624.1
1992,52478,20,0,9,5252648.2
2004,67012,32,1,9,6707398.4
2018,61335,61,0,7,6137391.8
1995,3535,1,1,10,358689.5
2019,79620,60,1,2,7965223.9
2020,53596,87,0,5,5369695.0
2003,74621,100,0,9,7468927.3
2011,21749,44,1,10,2181457.1
2004,60899,79,1,1,6099761.4
2001,7957,70,0,9,805480.1
2001,35941,83,1,9,3596784.1
1993,97772,35,1,7,9781828.3
1990,66508,75,1,1,6652899.0
2001,30862,32,1,3,3091919.1
1991,25872,18,0,3,2589819.1
2007,81653,67,0,6,8173862.7
2010,3261,6,0,4,330590.0
2006,86301,57,1,1,8634295.6
1994,31810,81,0,5,3183159.4
1990,49386,96,1,0,4943038.0
2011,82353,84,1,3,8238845.1
2001,25998,57,0,5,2618078.1
1990,43120,4,1,7,4322504.0
2014,82202,100,0,7,8227582.4
1994,51966,86,1,2,5202574.4
2012,74988,62,1,7,7513503.2
1994,35412,27,0,4,3555286.4
2004,18179,14,1,7,1822705.4
2006,35375,23,1,9,3547670.6
2017,75731,13,0,0,7581003.7
1997,40227,36,1,8,4030969.7
2000,93046,70,1,6,9312840.0
2012,16979,67,0,0,1706608.2
2007,45273,54,0,1,4535019.7
2010,62247,100,1,7,6231793.0
2015,44913,30,1,10,4493550.5
2015,60745,97,1,1,6084063.5
2018,93571,47,0,7,9361586.8
2001,15186,54,1,2,1523188.1
2019,32024,91,1,10,3207302.9
2002,30579,73,1,1,3064236.2
1993,83117,48,1,1,8314925.3
2005,75189,55,1,4,7523363.5
2004,6121,70,0,10,618710.4
2020,47554,86,1,3,4765507.0
2018,38525,87,1,6,3861258.8
2001,76623,27,1,9,7663621.1
2013,56430,86,1,5,5651930.3
2004,89237,9,1,8,8935828.4
2008,42495,49,1,5,4254092.8
2002,2930,61,1,0,298074.2
2013,34336,92,0,5,3442471.3
1991,39222,55,1,6,3929495.1
2015,36428,24,0,9,3646080.5
1990,9852,85,1,1,992182.0
2021,27197,43,0,7,2727914.1
2011,30176,36,1,8,3024957.1
2020,40057,56,0,2,4007722.0
2012,54379,82,0,1,5447444.2
2001,35131,20,1,4,3515398.1
1992,30872,54,1,9,3088148.2
2000,94569,18,0,2,9464117.0
1993,35714,84,1,3,3578983.3
1990,63182,21,0,9,6326321.0
1993,35122,45,1,1,3519372.3
2004,49171,2,0,2,4931736.4
2020,83780,56,1,1,8382464.0
2011,87781,72,1,10,8789651.1
2009,93437,40,0,6,9350312.9
2021,51477,14,1,4,5152795.1
2016,33028,62,0,6,3307652.6
1996,78173,67,0,7,7819707.6
2005,85424,18,1,10,8548350.5
2021,41303,43,0,3,4132922.1
2020,96859,19,0,8,9697543.0
2010,43455,37,0,0,4353454.0
2018,66050,85,1,8,6616556.8
2012,56659,43,1,3,5671005.2
2021,58597,99,1,0,5867655.1
2008,78552,67,0,7,7861906.8
2007,36565,5,1,10,3658403.7
2012,97843,40,0,0,9790045.2
1990,49777,23,1,9,4984030.0
2001,94847,31,0,8,9493047.1
1991,5886,87,0,7,594670.1
1994,85083,70,1,3,8511641.4
1994,60153,68,1,6,6021519.4
2017,13553,66,0,4,1360671.7
1998,90797,98,1,2,9082814.8
2018,66814,39,0,1,6684800.8
2007,87182,38,0,1,8723444.7
2008,85184,38,1,0,8522151.8
2006,22216,50,1,0,2227097.6
2016,20967,33,1,4,2103788.6
1994,52948,91,1,6,5301685.4
1997,69328,3,0,7,6939925.7
2003,8759,60,1,0,879516.3
2003,83475,29,0,8,8354822.3
2018,68213,15,0,8,6824757.8
1990,37041,95,0,3,3712504.0
2017,45199,42,1,2,4525009.7
2018,64514,85,0,8,6458929.8
1996,55484,78,0,7,5555288.6
2004,74310,4,1,7,7436951.4
1994,75985,5,1,0,7606736.4
1998,90110,64,0,0,9019491.8
2008,77231,96,1,7,7736121.8
2014,33135,29,1,6,3319402.4
1992,25662,30,1,8,2572373.2
2016,3479,15,1,2,349192.6
2009,91004,36,0,5,9102980.9
2008,41387,3,1,4,4141466.8
2003,82616,76,0,8,8262441.3
2007,40647,84,1,0,4077290.7
1994,9410,26,1,3,953870.4
2017,81166,80,0,7,8119282.7
2005,21459,14,1,4,2156838.5
1991,94674,52,0,4,9477047.1
2009,76405,7,0,2,7654143.9
2007,59302,85,1,7,5940173.7
2005,5017,6,1,10,505976.5
2011,45737,86,1,0,4580439.1
1990,77021,24,1,4,7708657.0
1994,37563,11,0,3,3758386.4
2016,32561,12,1,1,3259171.6
2021,97802,50,1,8,9787101.1
2018,40792,37,0,5,4083461.8
2011,96309,1,1,0,9638086.1
1991,34131,4,1,10,3418759.1
2011,7427,82,1,7,743576.1
1998,93132,93,1,5,9320824.8
2016,792,4,1,8,86613.6
2006,87446,46,1,3,8745320.6
1997,12664,49,0,10,1276391.7
1991,52101,44,1,4,5223673.1
1992,65052,24,1,5,6507074.2
1992,96526,29,0,10,9657476.2
1994,42943,27,1,5,4303486.4
1999,51518,39,1,7,5160065.9
2002,28311,88,0,7,2833875.2
2012,40081,48,1,10,4009410.2
1996,53020,64,0,5,5309888.6
2001,5740,49,0,5,578196.1
2002,91472,12,1,5,9154295.2
2002,42820,94,0,2,4284262.2
2013,56105,44,1,3,5615435.3
2002,52370,47,0,6,5249769.2
2013,16998,1,0,0,1711614.3
2013,37394,85,0,4,3747668.3
2008,39092,15,1,0,3912190.8
2006,82310,69,0,2,8235493.6
2011,79576,78,0,7,7958981.1
2017,73717,72,0,9,7380635.7
2013,33851,19,0,5,3390907.3
2014,22878,99,0,3,2293660.4
1998,30352,16,1,0,3040502.8
2013,75549,16,1,5,7561347.3
2013,95568,83,1,0,9566990.3
2003,15180,44,1,3,1518916.3
2014,57582,76,0,2,5762906.4
1994,25112,40,0,2,2518927.4
2014,12558,36,1,5,1267518.4
2016,43262,98,1,6,4338500.6
1996,15334,16,1,2,1535869.6
2003,95409,46,1,7,9544720.3
1996,58704,94,1,2,5883585.6
2013,14213,73,0,3,1428141.3
2000,56007,65,0,4,5604820.0
2017,52330,1,1,0,5245987.7
1999,74986,59,1,3,7510238.9
1993,41043,1,1,4,4105841.3
2016,90374,86,0,6,9043292.6
2011,73664,52,0,2,7368733.1
2001,64693,12,1,8,6472400.1
2011,20743,19,1,2,2080020.1
2018,1719,5,1,1,180524.8
2000,61920,10,0,4,6198911.0
1992,79047,7,0,3,7913249.2
2016,1344,86,0,1,135751.6
2010,90170,21,1,3,9019821.0
1992,92196,29,1,7,9224397.2
1997,5065,71,0,1,516232.7
2001,7923,31,1,10,799303.1
2006,80237,88,1,6,8025945.6
2005,63681,29,0,3,6373356.5
1991,33749,44,0,2,3379097.1
2003,98664,15,0,3,9876359.3
2012,7535,67,1,10,756107.2
2013,29827,64,1,7,2990376.3
1992,39734,99,0,3,3983895.2
2020,1097,31,1,8,114412.0
2009,79629,97,0,7,7964152.9
2021,61480,64,1,7,6149872.1
2008,89921,60,0,1,8995782.8
2006,78256,13,1,5,7832866.6
1996,2743,61,0,8,276139.6
2013,33507,85,0,9,3360225.3
2003,51859,59,0,7,5190340.3
2009,9145,20,0,4,919003.9
2013,60072,36,1,7,6021514.3
2020,33099,3,1,2,3322097.0
2010,48299,88,1,1,4838730.0
2021,72481,18,0,9,7254308.1
2006,65822,70,0,5,6585590.6
2003,40259,8,1,8,4029000.3
2012,43653,13,1,1,4374203.2
1992,44008,40,1,2,4402299.2
2008,6578,34,0,6,662084.8
1994,25210,98,0,6,2525784.4
1996,72580,79,0,1,7269915.6
1995,4722,57,0,3,481417.5
1990,52967,19,1,1,5304068.0
2015,48046,97,1,5,4818306.5
2018,58725,76,1,9,5876344.8
2011,80062,78,0,4,8007951.1
2008,87547,11,1,4,8756084.8
2007,10496,32,1,0,1056525.7
2007,53466,98,0,0,5354379.7
2005,81164,24,1,0,8122770.5
2004,12125,50,1,7,1219284.4
2007,73851,51,0,1,7387211.7
2001,9327,96,1,5,942653.1
2012,64000,54,0,3,6407878.2
1992,4840,9,1,6,497373.2
2003,48164,50,1,8,4819035.3
2017,70087,79,0,6,7025221.7
2000,68609,67,1,6,6870074.0
1993,92037,100,1,3,9216204.3
1995,34477,46,0,5,3454533.5
1992,16009,87,1,4,1609358.2
1990,66061,62,0,3,6613492.0
2020,96142,6,1,1,9622454.0
2017,34341,27,0,1,3440578.7
2021,52576,67,1,5,5260049.1
2002,31149,95,0,6,3122865.2
1995,35958,96,0,10,3602301.5
1996,4114,43,1,4,415562.6
2008,39995,23,1,10,4003367.8
1991,99227,26,0,0,9936021.1
2017,39337,54,1,7,3939660.7
2003,77980,24,1,9,7808460.3
2000,63092,26,1,9,6319624.0
2008,58974,44,0,7,5904218.8
2009,91156,20,0,3,9120679.9
1990,31045,100,0,0,3109000.0
1999,17012,2,0,8,1702289.9
1991,21258,38,0,9,2131166.1
2004,82808,49,1,5,8282112.4
2005,31696,1,0,0,3172950.5
2021,76262,16,1,5,7636698.1
2012,51127,76,1,6,5116713.2
2009,13092,12,0,4,1312532.9
1993,84722,8,0,8,8479242.3
2018,28787,16,0,1,2889198.8
2002,18436,31,1,6,1852147.2
1992,3426,95,0,1,345268.2
2016,27193,57,1,4,2726538.6
2016,85431,3,1,6,8550479.6
2014,11986,9,0,9,1207946.4
1990,77744,34,0,6,7781079.0
1992,41419,78,0,0,4146569.2
2014,88441,86,1,10,8854284.4
2002,6506,10,0,10,658467.2
1991,61562,52,0,7,6164454.1
2013,69355,73,1,1,6942882.3
2009,1453,44,0,5,152267.9
2003,91524,23,0,2,9157838.3
2013,79375,43,0,3,7942261.3
1990,15940,42,0,2,1595269.0
1996,36425,79,1,8,3654949.6
2021,83264,28,0,7,8336224.1
2002,26018,58,1,2,2608276.2
2017,52194,8,1,5,5224594.7
2014,72570,98,0,8,7260082.4
1997,88671,68,1,10,8871592.7
2004,3796,28,1,7,389975.4
1998,94129,29,0,3,9419500.8
1998,60490,14,1,4,6051979.8
2007,10206,42,1,9,1024239.7
2019,14375,1,0,4,1449663.9
2013,42168,6,1,2,4222857.3
1997,46695,77,1,10,4680907.7
2001,1514,97,0,10,156371.1
2014,24140,14,1,6,2415551.4
2006,68309,3,0,10,6836397.6
2021,59288,44,0,9,5934463.1
1992,99173,83,0,0,9927131.2
2011,20926,75,1,1,2093781.1
2000,22567,6,0,9,2257816.0
1997,31873,56,0,8,3197462.7
1997,83197,46,1,2,8327908.7
2001,57229,73,1,8,5729282.1
2018,68143,87,1,9,6816133.8
2010,21284,67,0,3,2134558.0
2003,90360,65,0,4,9039117.3
2001,83300,84,1,8,8338071.1
1997,79770,98,1,7,7978838.7
1992,31239,99,1,6,3130709.2
1997,49856,95,0,6,4992838.7
2002,24840,64,0,0,2494109.2
2008,52526,43,0,2,5261013.8
2001,12797,47,1,4,1284541.1
1998,77128,69,1,4,7721041.8
2015,77708,17,0,2,7778998.5
2017,42509,39,1,1,4260579.7
2000,53436,18,1,1,5352131.0
2020,1344,64,1,6,140104.0
2000,61911,51,0,10,6200711.0
1992,82247,22,1,1,8231274.2
2020,20447,11,1,8,2056119.0
2007,54645,96,1,0,5466135.7
2006,61453,7,1,2,6152438.6
1995,91978,98,1,9,9201430.5
2003,5826,13,1,5,590397.3
2013,20486,81,0,10,2052565.3
2002,9474,28,0,3,961132.2
1992,98426,11,1,8,9850377.2
2007,49072,14,1,1,4910288.7
1998,54310,38,1,7,5435355.8
1995,78289,2,0,3,7834644.5
2017,30403,97,1,1,3049116.7
1991,62083,16,0,8,6212807.1
2018,57405,99,0,7,5747803.8
2003,22674,64,0,10,2275756.3
1997,51682,76,0,6,5179120.7
2005,72001,72,1,1,7207458.5
2008,43758,83,0,0,4385098.8
2013,63958,92,1,1,6409487.3
1996,66049,51,1,7,6605823.6
1994,18780,88,1,8,1889782.4
1993,88810,90,1,3,8883384.3
1995,76936,44,0,4,7696025.5
2014,98403,87,0,7,9847192.4
1993,30249,96,1,10,3026833.3
2008,40588,45,0,1,4064857.8
1999,6686,90,1,10,674578.9
2012,93703,38,1,5,9378462.2
2011,86049,35,1,1,8615471.1
1994,44728,4,1,8,4482174.4
1990,53565,14,1,2,5363979.0
2011,74769,99,0,7,7487371.1
2006,31131,58,0,5,3119278.6
1997,10526,34,1,8,1061695.7
2003,98462,79,0,0,9851011.3
2016,55094,82,0,4,5513407.6
2013,14293,14,1,9,1432820.3
2002,45008,37,0,1,4511521.2
2016,83857,95,0,3,8398328.6
2001,34136,60,0,4,3422411.1
1999,88123,97,1,6,8816802.9
2001,82244,81,0,3,8231444.1
2004,49609,95,1,0,4965921.4
2015,45790,36,0,0,4583445.5
1991,44726,77,1,5,4480483.1
2020,23481,34,1,5,2353320.0
2020,32633,71,0,9,3269031.0
2005,10549,25,0,10,1064177.5
2008,38279,30,1,6,3828880.8
2010,87413,43,0,10,8747829.0
2006,34378,2,0,0,3449885.6
1991,23548,42,1,8,2363386.1
2001,15614,21,0,10,1568188.1
1991,89356,23,1,2,8937435.1
2008,39022,97,1,7,3905955.8
1993,68731,24,1,3,6881235.3
2006,12014,83,0,1,1203385.6
2015,55709,95,1,10,5574634.5
2017,43434,5,0,0,4353911.7
1995,70348,73,0,0,7041313.5
2017,39610,92,0,3,3962981.7
2009,84563,37,1,2,8462338.9
1993,71061,42,1,5,7109849.3
2009,26479,71,1,2,2655657.9
2009,3440,62,1,5,354630.9
2014,5577,44,1,5,565361.4
2017,78789,30,0,6,7885033.7
2011,82517,24,0,1,8262678.1
2008,11602,85,0,5,1167525.8
2001,37195,84,0,1,3725955.1
1994,32862,3,1,10,3296638.4
2021,73542,75,1,10,7371844.1
1998,24280,29,0,2,2433903.8
2002,97959,97,0,3,9801176.2
2021,42760,89,0,1,4280171.1
2018,52429,24,0,2,5253024.8
1999,90301,35,0,1,9043358.9
2012,89674,6,0,4,8968371.2
